OutcomeType,SexuponOutcome,AgeuponOutcome,Name,IntakeType,IntakeCondition,AnimalType,AgeuponIntake,Color,Aggressive,Mixed,NumberOfAdmits,Time_Outcomes,Time_Intakes,DayOfWeek_Outcomes,DayOfWeek_Intakes,LengthOfStay,Intactness,Gender
7,7,212.919,7,7,7,7,212.919,7,7,7,1,01,02,2,0,2880.0,7,7
3,3,1095,3,3,3,3,1095,3,3,3,1,01,11,2,2,1440.0,3,3
0,0,1095,0,0,0,0,1095,0,0,0,1,01,07,2,3,80640.0,0,0
3,3,365,3,3,3,3,365,3,3,3,1,01,01,2,0,44640.0,3,3
3,3,730,3,3,3,3,730,3,3,3,1,01,02,2,2,90720.0,3,3
0,0,365,0,0,0,0,365,0,0,0,1,02,03,2,1,11520.0,0,0
7,7,365,7,7,7,7,30.417,7,7,7,1,02,06,2,2,40320.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,03,11,2,5,57600.0,7,7
7,7,1825,7,7,7,7,1825,7,7,7,1,03,03,2,0,4320.0,7,7
5,5,2190,5,5,5,5,2190,5,5,5,1,03,08,2,2,1440.0,5,5
0,0,2190,0,0,0,0,2190,0,0,0,1,03,11,2,4,18720.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,04,11,2,2,1440.0,5,5
0,0,91.251,0,0,0,0,60.834,0,0,0,1,04,07,2,0,14400.0,0,0
5,5,2190,5,5,5,5,2190,5,5,5,1,04,03,2,2,1440.0,5,5
0,0,91.251,0,0,0,0,60.834,0,0,0,1,04,12,2,3,10080.0,0,0
5,5,1460,5,5,5,5,1460,5,5,5,1,04,01,2,2,21600.0,5,5
0,0,152.085,0,0,0,0,152.085,0,0,0,1,05,01,2,5,7200.0,0,0
5,5,1825,5,5,5,5,1825,5,5,5,1,05,01,2,5,17280.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,06,05,2,5,7200.0,5,5
0,0,1095,0,0,0,0,1095,0,0,0,1,06,03,2,3,20160.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,01,2,5,7200.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,06,2,5,17280.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,07,03,2,5,17280.0,7,7
0,0,121.668,0,0,0,0,121.668,0,0,0,1,07,01,2,5,7200.0,0,0
0,0,2920,0,0,0,0,2555,0,0,0,1,07,12,2,2,102240.0,0,0
5,5,2555,5,5,5,5,2555,5,5,5,1,07,06,2,2,1440.0,5,5
7,7,60.834,7,7,7,7,60.834,7,7,7,1,07,06,2,3,10080.0,7,7
7,7,2555,7,7,7,7,2555,7,7,7,1,07,01,2,5,25920.0,7,7
3,3,243.336,3,3,3,3,243.336,3,3,3,1,09,10,2,1,1440.0,3,3
0,0,91.251,0,0,0,0,30.417,0,0,0,1,09,04,2,6,84960.0,0,0
0,0,121.668,0,0,0,0,30.417,0,0,0,1,10,02,2,0,103680.0,0,0
0,0,60.834,0,0,0,0,28,0,0,0,1,10,04,2,3,69120.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,11,07,2,4,17280.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,11,06,2,2,40320.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,12,06,2,3,8640.0,7,7
0,0,365,0,0,0,0,365,0,0,0,1,12,01,2,4,7200.0,0,0
0,0,273.75300000000004,0,0,0,0,243.336,0,0,0,1,01,11,3,1,83520.0,0,0
5,5,1825,5,5,5,5,1825,5,5,5,1,01,11,3,3,1440.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,01,05,3,4,8640.0,0,0
0,0,243.336,0,0,0,0,243.336,0,0,0,1,02,11,3,0,5760.0,0,0
5,5,1460,5,5,5,5,1460,5,5,5,1,02,11,3,2,1440.0,5,5
5,5,2920,5,5,5,5,2920,5,5,5,1,02,11,3,6,7200.0,5,5
7,7,1460,7,7,7,7,1460,7,7,7,1,02,04,3,5,7200.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,03,12,3,3,1440.0,7,7
0,0,1460,0,0,0,0,1460,0,0,0,1,03,01,3,5,8640.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,04,02,3,6,7200.0,0,0
5,5,182.502,5,5,5,5,182.502,5,5,5,1,05,11,3,2,2880.0,5,5
0,0,273.75300000000004,0,0,0,0,273.75300000000004,0,0,0,1,05,03,3,4,10080.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,05,06,3,6,5760.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,06,3,6,5760.0,0,0
5,5,1825,5,5,5,5,1825,5,5,5,1,05,03,3,3,1440.0,5,5
0,0,121.668,0,0,0,0,121.668,0,0,0,1,05,04,3,6,7200.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,05,02,3,6,7200.0,0,0
5,5,1460,5,5,5,5,1460,5,5,5,1,06,03,3,5,8640.0,5,5
0,0,243.336,0,0,0,0,243.336,0,0,0,1,06,11,3,0,5760.0,0,0
0,0,121.668,0,0,0,0,28,0,0,0,1,10,11,3,2,132480.0,0,0
0,0,121.668,0,0,0,0,28,0,0,0,1,10,11,3,2,132480.0,0,0
0,0,121.668,0,0,0,0,28,0,0,0,1,10,11,3,2,132480.0,0,0
0,0,243.336,0,0,0,0,243.336,0,0,0,1,11,04,3,6,5760.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,11,04,3,6,5760.0,5,5
7,7,2190,7,7,7,7,2190,7,7,7,1,12,03,3,5,7200.0,7,7
0,0,730,0,0,0,0,730,0,0,0,1,12,11,3,2,43200.0,0,0
3,3,1095,3,3,3,3,1095,3,3,3,1,01,03,4,4,0.0,3,3
0,0,91.251,0,0,0,0,30.417,0,0,0,1,02,04,4,0,86400.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,02,02,4,0,15840.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,02,02,4,0,15840.0,5,5
7,7,730,7,7,7,7,730,7,7,7,1,03,02,4,5,10080.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,03,12,4,5,30240.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,03,10,4,0,7200.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,03,11,4,3,12960.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,03,10,4,0,7200.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,03,11,4,0,7200.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,03,10,4,0,7200.0,7,7
5,5,2920,5,5,5,5,2920,5,5,5,1,12,04,4,3,1440.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,02,11,6,6,1440.0,5,5
2,2,730,2,2,2,2,730,2,2,2,1,02,01,6,0,20160.0,2,2
2,2,365,2,2,2,2,365,2,2,2,1,02,03,6,4,12960.0,2,2
5,5,121.668,5,5,5,5,121.668,5,5,5,1,03,03,6,4,2880.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,03,11,6,1,8640.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,04,02,6,6,1440.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,04,12,6,4,14400.0,5,5
0,0,60.834,0,0,0,0,30.417,0,0,0,1,10,11,6,2,5760.0,0,0
5,5,182.502,5,5,5,5,182.502,5,5,5,1,11,01,6,2,25920.0,5,5
3,3,365,3,3,3,3,365,3,3,3,1,01,12,0,0,1440.0,3,3
5,5,1460,5,5,5,5,1460,5,5,5,1,03,05,0,5,2880.0,5,5
7,7,365,7,7,7,7,365,7,7,7,1,10,03,0,3,5760.0,7,7
5,5,730,5,5,5,5,730,5,5,5,1,02,03,1,0,1440.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,02,03,1,0,1440.0,5,5
0,0,273.75300000000004,0,0,0,0,243.336,0,0,0,1,06,11,1,4,57600.0,0,0
7,7,730,7,7,7,7,730,7,7,7,1,11,03,1,0,1440.0,7,7
7,7,30.417,7,7,7,7,273.75300000000004,7,7,7,1,12,05,1,4,5760.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,12,11,1,2,10080.0,7,7
5,5,1825,5,5,5,5,1825,5,5,5,1,12,08,1,0,1440.0,5,5
0,0,91.251,0,0,0,0,30.417,0,0,0,1,01,02,3,6,76320.0,0,0
0,0,2190,0,0,0,0,2190,0,0,0,1,02,04,3,6,15840.0,0,0
7,7,2555,7,7,7,7,2555,7,7,7,1,02,11,3,2,23040.0,7,7
7,7,30.417,7,7,7,7,30.417,7,7,7,1,02,04,3,0,14400.0,7,7
7,7,60.834,7,7,7,7,35,7,7,7,1,02,07,3,1,64800.0,7,7
7,7,60.834,7,7,7,7,35,7,7,7,1,02,07,3,1,64800.0,7,7
7,7,60.834,7,7,7,7,35,7,7,7,1,02,07,3,1,64800.0,7,7
0,0,1095,0,0,0,0,1095,0,0,0,1,03,11,3,5,48960.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,04,03,3,6,7200.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,05,11,3,1,14400.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,05,10,3,2,2880.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,05,03,3,6,7200.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,05,03,3,6,7200.0,0,0
0,0,121.668,0,0,0,0,91.251,0,0,0,1,05,01,3,6,7200.0,0,0
3,3,1825,3,3,3,3,1825,3,3,3,1,05,09,3,2,1440.0,3,3
0,0,730,0,0,0,0,730,0,0,0,1,06,01,3,6,7200.0,0,0
0,0,30.417,0,0,0,0,14,0,0,0,1,06,11,3,4,50400.0,0,0
5,5,1460,5,5,5,5,1460,5,5,5,1,06,11,3,3,1440.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,06,01,3,6,7200.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,03,3,6,7200.0,0,0
7,7,60.834,7,7,7,7,60.834,7,7,7,1,08,06,3,3,10080.0,7,7
7,7,30.417,7,7,7,7,273.75300000000004,7,7,7,1,11,03,3,1,43200.0,7,7
7,7,60.834,7,7,7,7,60.834,7,7,7,1,11,06,3,3,10080.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,11,05,3,1,2880.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,11,12,3,2,1440.0,7,7
5,5,2555,5,5,5,5,2555,5,5,5,1,11,02,3,2,1440.0,5,5
7,7,1825,7,7,7,7,1825,7,7,7,1,12,11,3,5,18720.0,7,7
7,7,2555,7,7,7,7,2555,7,7,7,1,12,11,3,5,8640.0,7,7
5,5,730,5,5,5,5,730,5,5,5,1,12,04,3,2,2880.0,5,5
5,5,2555,5,5,5,5,2555,5,5,5,1,12,05,3,2,1440.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,12,07,3,3,1440.0,5,5
0,0,182.502,0,0,0,0,182.502,0,0,0,1,12,09,3,6,7200.0,0,0
7,7,2555,7,7,7,7,2555,7,7,7,1,01,01,4,0,7200.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,01,06,4,3,33120.0,7,7
5,5,1825,5,5,5,5,1825,5,5,5,1,02,04,4,1,4320.0,5,5
7,7,2920,7,7,7,7,2920,7,7,7,1,02,04,4,0,36000.0,7,7
7,7,1095,7,7,7,7,1095,7,7,7,1,02,02,4,3,73440.0,7,7
0,0,365,0,0,0,0,365,0,0,0,1,02,07,4,0,97920.0,0,0
7,7,730,7,7,7,7,730,7,7,7,1,02,03,4,1,4320.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,02,07,4,5,20160.0,7,7
7,7,7,7,7,7,7,5,7,7,7,1,02,03,4,1,4320.0,7,7
7,7,7,7,7,7,7,5,7,7,7,1,02,03,4,1,4320.0,7,7
7,7,6,7,7,7,7,3,7,7,7,1,02,03,4,1,4320.0,7,7
7,7,6,7,7,7,7,3,7,7,7,1,02,03,4,1,4320.0,7,7
7,7,730,7,7,7,7,365,7,7,7,1,02,03,4,1,4320.0,7,7
7,7,6,7,7,7,7,3,7,7,7,1,02,03,4,1,4320.0,7,7
7,7,7,7,7,7,7,5,7,7,7,1,02,03,4,1,4320.0,7,7
7,7,7,7,7,7,7,5,7,7,7,1,02,03,4,1,4320.0,7,7
7,7,2555,7,7,7,7,2555,7,7,7,1,04,09,4,1,14400.0,7,7
0,0,730,0,0,0,0,730,0,0,0,1,04,04,4,6,8640.0,0,0
0,0,2920,0,0,0,0,2920,0,0,0,1,05,02,4,0,7200.0,0,0
0,0,91.251,0,0,0,0,91.251,0,0,0,1,05,01,4,3,2880.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,05,4,0,7200.0,0,0
0,0,121.668,0,0,0,0,121.668,0,0,0,1,05,03,4,5,10080.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,02,4,0,7200.0,0,0
0,0,1825,0,0,0,0,1825,0,0,0,1,06,07,4,0,5760.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,06,05,4,0,7200.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,06,03,4,4,1440.0,5,5
0,0,60.834,0,0,0,0,28,0,0,0,1,06,11,4,1,56160.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,03,4,6,8640.0,0,0
0,0,30.417,0,0,0,0,273.75300000000004,0,0,0,1,06,10,4,5,80640.0,0,0
0,0,30.417,0,0,0,0,30.417,0,0,0,1,06,11,4,0,7200.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,09,02,4,3,1440.0,7,7
3,3,365,3,3,3,3,365,3,3,3,1,11,12,4,3,1440.0,3,3
7,7,7,7,7,7,7,5,7,7,7,1,12,03,4,1,4320.0,7,7
7,7,1825,7,7,7,7,1825,7,7,7,1,12,03,4,5,38880.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,12,04,4,4,110880.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,01,09,5,4,2880.0,5,5
0,0,121.668,0,0,0,0,30.417,0,0,0,1,01,08,5,4,103680.0,0,0
0,0,152.085,0,0,0,0,152.085,0,0,0,1,01,11,5,0,8640.0,0,0
0,0,91.251,0,0,0,0,30.417,0,0,0,1,02,05,5,4,82080.0,0,0
0,0,121.668,0,0,0,0,30.417,0,0,0,1,02,03,5,1,96480.0,0,0
0,0,91.251,0,0,0,0,30.417,0,0,0,1,02,05,5,1,86400.0,0,0
5,5,2920,5,5,5,5,2920,5,5,5,1,03,12,5,5,1440.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,03,07,5,5,1440.0,5,5
0,0,2190,0,0,0,0,2190,0,0,0,1,03,03,5,3,64800.0,0,0
7,7,730,7,7,7,7,730,7,7,7,1,03,01,5,1,37440.0,7,7
0,0,365,0,0,0,0,365,0,0,0,1,04,11,5,2,36000.0,0,0
0,0,2555,0,0,0,0,2555,0,0,0,1,04,03,5,0,28800.0,0,0
0,0,152.085,0,0,0,0,14,0,0,0,1,04,10,5,2,226080.0,0,0
0,0,730,0,0,0,0,365,0,0,0,1,05,08,5,5,40320.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,05,07,5,1,7200.0,7,7
0,0,30.417,0,0,0,0,7,0,0,0,1,06,12,5,0,69120.0,0,0
0,0,182.502,0,0,0,0,182.502,0,0,0,1,06,01,5,0,18720.0,0,0
0,0,182.502,0,0,0,0,182.502,0,0,0,1,06,01,5,0,18720.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,04,5,5,21600.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,06,11,5,6,20160.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,04,5,5,21600.0,0,0
5,5,1825,5,5,5,5,1825,5,5,5,1,06,12,5,5,1440.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,06,04,5,2,66240.0,0,0
0,0,121.668,0,0,0,0,121.668,0,0,0,1,06,02,5,1,7200.0,0,0
3,3,1095,3,3,3,3,1095,3,3,3,1,07,03,5,5,11520.0,3,3
0,0,365,0,0,0,0,365,0,0,0,1,09,01,5,3,14400.0,0,0
5,5,1825,5,5,5,5,1825,5,5,5,1,09,12,5,5,1440.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,11,11,5,1,5760.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,11,01,5,4,1440.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,11,06,5,6,20160.0,5,5
7,7,60.834,7,7,7,7,30.417,7,7,7,1,12,12,5,1,5760.0,7,7
7,7,60.834,7,7,7,7,30.417,7,7,7,1,12,12,5,1,5760.0,7,7
7,7,60.834,7,7,7,7,30.417,7,7,7,1,12,12,5,1,5760.0,7,7
0,0,730,0,0,0,0,730,0,0,0,1,12,10,5,4,11520.0,0,0
0,0,2920,0,0,0,0,2555,0,0,0,1,12,03,5,2,155520.0,0,0
0,0,1825,0,0,0,0,1460,0,0,0,1,01,11,0,3,712800.0,0,0
5,5,1825,5,5,5,5,1825,5,5,5,1,01,11,0,6,2880.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,01,04,0,5,12960.0,5,5
5,5,1095,5,5,5,5,1095,5,5,5,1,02,05,0,2,7200.0,5,5
0,0,1095,0,0,0,0,1095,0,0,0,1,02,05,0,5,23040.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,02,01,0,4,25920.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,03,07,0,0,273600.0,0,0
0,0,273.75300000000004,0,0,0,0,182.502,0,0,0,1,03,12,0,4,146880.0,0,0
5,5,1460,5,5,5,5,1460,5,5,5,1,04,01,0,3,7200.0,5,5
0,0,152.085,0,0,0,0,28,0,0,0,1,04,11,0,0,192960.0,0,0
0,0,1825,0,0,0,0,1825,0,0,0,1,04,12,0,2,8640.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,05,10,0,0,1440.0,5,5
5,5,243.336,5,5,5,5,243.336,5,5,5,1,05,02,0,4,15840.0,5,5
0,0,2920,0,0,0,0,2920,0,0,0,1,05,12,0,1,40320.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,04,0,5,44640.0,0,0
0,0,91.251,0,0,0,0,60.834,0,0,0,1,06,02,0,2,8640.0,0,0
0,0,91.251,0,0,0,0,60.834,0,0,0,1,06,02,0,2,8640.0,0,0
0,0,91.251,0,0,0,0,60.834,0,0,0,1,06,02,0,2,8640.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,01,0,2,8640.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,03,0,5,14400.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,04,0,4,5760.0,0,0
5,5,212.919,5,5,5,5,212.919,5,5,5,1,06,11,0,6,2880.0,5,5
0,0,1825,0,0,0,0,1825,0,0,0,1,07,12,0,0,51840.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,08,03,0,5,44640.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,08,01,0,2,8640.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,08,04,0,4,5760.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,08,03,0,1,10080.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,08,06,0,1,10080.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,10,12,0,6,2880.0,5,5
7,7,365,7,7,7,7,365,7,7,7,1,11,02,0,1,8640.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,11,07,0,6,1440.0,5,5
5,5,30.417,5,5,5,5,30.417,5,5,5,1,11,05,0,6,1440.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,11,01,0,5,2880.0,5,5
5,5,3285,5,5,5,5,3285,5,5,5,1,12,02,0,5,2880.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,12,01,0,4,14400.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,12,11,0,0,1440.0,5,5
7,7,730,7,7,7,7,730,7,7,7,1,01,06,1,2,30240.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,01,08,1,1,1440.0,7,7
7,7,28,7,7,7,7,28,7,7,7,1,01,08,1,1,1440.0,7,7
7,7,28,7,7,7,7,28,7,7,7,1,01,08,1,1,1440.0,7,7
7,7,91.251,7,7,7,7,91.251,7,7,7,1,01,03,1,6,2880.0,7,7
0,0,1460,0,0,0,0,1460,0,0,0,1,02,02,1,6,4320.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,02,04,1,5,14400.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,03,11,1,2,70560.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,03,05,1,2,8640.0,7,7
5,5,365,5,5,5,5,365,5,5,5,1,04,12,1,0,2880.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,04,03,1,5,15840.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,04,03,1,1,11520.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,04,06,1,3,7200.0,0,0
5,5,2555,5,5,5,5,2555,5,5,5,1,04,01,1,0,2880.0,5,5
0,0,152.085,0,0,0,0,152.085,0,0,0,1,04,11,1,1,11520.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,04,01,1,1,11520.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,11,1,6,14400.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,05,01,1,2,60480.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,11,1,1,11520.0,0,0
0,0,121.668,0,0,0,0,121.668,0,0,0,1,05,03,1,1,11520.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,06,05,1,1,1440.0,5,5
0,0,121.668,0,0,0,0,30.417,0,0,0,1,08,06,1,0,103680.0,0,0
5,5,2920,5,5,5,5,2920,5,5,5,1,11,12,1,5,4320.0,5,5
5,5,1825,5,5,5,5,1825,5,5,5,1,11,12,1,6,12960.0,5,5
7,7,7,7,7,7,7,0,7,7,7,1,12,04,1,0,11520.0,7,7
7,7,7,7,7,7,7,0,7,7,7,1,12,04,1,0,11520.0,7,7
7,7,7,7,7,7,7,0,7,7,7,1,12,04,1,0,11520.0,7,7
0,0,365,0,0,0,0,365,0,0,0,1,01,06,2,5,66240.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,02,04,2,1,1440.0,5,5
0,0,243.336,0,0,0,0,60.834,0,0,0,1,03,12,2,1,244800.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,04,02,2,2,11520.0,5,5
5,5,730,5,5,5,5,730,5,5,5,1,04,02,2,2,11520.0,5,5
0,0,212.919,0,0,0,0,212.919,0,0,0,1,04,02,2,5,7200.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,04,05,2,2,10080.0,0,0
0,0,91.251,0,0,0,0,60.834,0,0,0,1,04,03,2,5,7200.0,0,0
5,5,2555,5,5,5,5,2555,5,5,5,1,04,10,2,2,1440.0,5,5
0,0,60.834,0,0,0,0,30.417,0,0,0,1,04,12,2,4,8640.0,0,0
0,0,60.834,0,0,0,0,30.417,0,0,0,1,05,12,2,4,8640.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,04,2,3,10080.0,0,0
0,0,152.085,0,0,0,0,91.251,0,0,0,1,05,03,2,0,74880.0,0,0
0,0,243.336,0,0,0,0,182.502,0,0,0,1,05,04,2,1,123840.0,0,0
0,0,30.417,0,0,0,0,273.75300000000004,0,0,0,1,05,05,2,4,59040.0,0,0
0,0,1095,0,0,0,0,1095,0,0,0,1,05,12,2,4,159840.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,05,12,2,4,159840.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,06,05,2,4,8640.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,06,11,2,3,10080.0,0,0
0,0,60.834,0,0,0,0,60.834,0,0,0,1,06,10,2,6,5760.0,0,0
0,0,730,0,0,0,0,730,0,0,0,1,06,03,2,6,36000.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,06,02,2,2,1440.0,5,5
5,5,2555,5,5,5,5,2555,5,5,5,1,07,12,2,2,1440.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,07,11,2,3,50400.0,0,0
0,0,1825,0,0,0,0,1825,0,0,0,1,07,12,2,0,135360.0,0,0
0,0,1825,0,0,0,0,1825,0,0,0,1,07,01,2,1,2880.0,0,0
0,0,365,0,0,0,0,365,0,0,0,1,09,11,2,1,394560.0,0,0
0,0,243.336,0,0,0,0,91.251,0,0,0,1,09,07,2,4,240480.0,0,0
0,0,152.085,0,0,0,0,21,0,0,0,1,09,05,2,4,210240.0,0,0
0,0,91.251,0,0,0,0,30.417,0,0,0,1,09,12,2,5,86400.0,0,0
5,5,365,5,5,5,5,365,5,5,5,1,11,02,2,1,1440.0,5,5
0,0,91.251,0,0,0,0,28,0,0,0,1,11,11,2,1,102240.0,0,0
0,0,91.251,0,0,0,0,28,0,0,0,1,11,04,2,0,113760.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,11,05,2,6,4320.0,5,5
5,5,243.336,5,5,5,5,243.336,5,5,5,1,12,05,2,6,4320.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,12,01,2,3,8640.0,5,5
0,0,365,0,0,0,0,365,0,0,0,1,12,02,2,5,116640.0,0,0
5,5,730,5,5,5,5,730,5,5,5,1,12,10,2,4,8640.0,5,5
7,7,121.668,7,7,7,7,121.668,7,7,7,1,12,03,2,5,15840.0,7,7
7,7,121.668,7,7,7,7,121.668,7,7,7,1,12,03,2,5,15840.0,7,7
0,0,365,0,0,0,0,365,0,0,0,1,12,02,2,5,116640.0,0,0
0,0,1460,0,0,0,0,1460,0,0,0,1,12,04,2,2,10080.0,0,0
0,0,30.417,0,0,0,0,30.417,0,0,0,1,12,11,2,5,17280.0,0,0
7,7,91.251,7,7,7,7,60.834,7,7,7,1,12,06,2,3,8640.0,7,7
7,7,1825,7,7,7,7,1825,7,7,7,1,12,03,2,4,7200.0,7,7
3,3,60.834,3,3,3,3,30.417,3,3,3,1,01,11,4,4,61920.0,3,3
5,5,30.417,5,5,5,5,30.417,5,5,5,1,01,12,4,3,2880.0,5,5
5,5,30.417,5,5,5,5,30.417,5,5,5,1,01,12,4,3,2880.0,5,5
7,7,730,7,7,7,7,730,7,7,7,1,02,11,4,0,7200.0,7,7
7,7,730,7,7,7,7,730,7,7,7,1,02,01,4,5,10080.0,7,7
7,7,1825,7,7,7,7,1825,7,7,7,1,02,03,4,3,11520.0,7,7
5,5,730,5,5,5,5,730,5,5,5,1,02,03,4,2,12960.0,5,5
5,5,365,5,5,5,5,365,5,5,5,1,02,01,4,1,15840.0,5,5
3,3,730,3,3,3,3,730,3,3,3,1,02,01,4,4,1440.0,3,3
7,7,182.502,7,7,7,7,182.502,7,7,7,1,02,03,4,5,8640.0,7,7
7,7,182.502,7,7,7,7,182.502,7,7,7,1,02,03,4,5,8640.0,7,7
7,7,182.502,7,7,7,7,182.502,7,7,7,1,02,03,4,5,8640.0,7,7
5,5,152.085,5,5,5,5,152.085,5,5,5,1,04,01,4,1,15840.0,5,5
1,1,91.251,1,1,1,1,91.251,1,1,1,1,04,01,4,2,4320.0,1,1
0,0,730,0,0,0,0,730,0,0,0,1,05,05,4,2,33120.0,0,0
7,7,365,7,7,7,7,365,7,7,7,1,05,05,4,0,5760.0,7,7
7,7,365,7,7,7,7,365,7,7,7,1,05,06,4,3,11520.0,7,7
5,5,730,5,5,5,5,730,5,5,5,1,05,02,4,0,7200.0,5,5
0,0,730,0,0,0,0,730,0,0,0,1,05,05,4,0,67680.0,0,0
0,0,91.251,0,0,0,0,60.834,0,0,0,1,05,11,4,0,7200.0,0,0
